Longitude,Latitude,Field,Dataset,Product,Obj. Id,Swth Wdth(ft),Distance(ft),Duration(s),Track(deg),Elevation(ft),Area Count,Time,Y Offset(ft),Pass Num,Moisture(%),Eng Load(%),Yld Mass(Wet)(lb/ac),Yld Mass(Dry)(lb/ac),Crop Flw(M)(lb/s),Yld Vol(Dry)(bu/ac),Yld Vol(Wet)(bu/ac),Speed(mph),Prod(ac/h),Crop Flw(V)(bu/h),Date
-81.49784330,35.94109500,bif field,L7:2021_06_18_001 (13078),WHEAT,214,29.99,3.346,1.000,97.74,1130.2,On,6/18/2021,0.00,7,14.19,3307.5,873.79,873.79,2.013,16.18,16.18,2.282,8.293,134.20,6/18/2021
-81.49786330,35.94109720,bif field,L7:2021_06_18_001 (13078),WHEAT,215,29.99,3.314,1.000,97.74,1130.2,On,6/18/2021,0.00,7,14.19,3910.5,5016.8,5016.8,11.44,92.90,92.90,2.259,8.212,762.93,6/18/2021
-81.49787330,35.94109830,bif field,L7:2021_06_18_001 (13078),WHEAT,216,29.99,3.182,1.000,164.90,1132.2,On,6/18/2021,0.00,7,14.26,3910.5,5000.3,5000.3,10.95,92.60,92.60,2.170,7.887,730.30,6/18/2021
-81.49787330,35.94109830,bif field,L7:2021_06_18_001 (13078),WHEAT,217,29.99,3.051,1.000,164.90,1132.2,On,6/18/2021,0.00,7,14.26,3910.5,5254.3,5254.3,11.04,97.30,97.30,2.080,7.562,735.76,6/18/2021
-81.49787830,35.94111330,bif field,L7:2021_06_18_001 (13078),WHEAT,218,29.99,7.480,2.000,341.00,1130.9,On,6/18/2021,0.00,7,14.26,4102.9,3735.3,3735.3,9.617,69.17,69.17,2.550,9.269,641.16,6/18/2021
-81.49789170,35.94113330,bif field,L7:2021_06_18_001 (13078),WHEAT,219,29.99,4.560,1.000,170.80,1132.2,On,6/18/2021,0.00,7,14.26,4102.9,2621.0,2621.0,8.228,48.54,48.54,3.109,11.30,548.55,6/18/2021
-81.49789503,35.94114997,bif field,L7:2021_06_18_001 (13078),WHEAT,220,29.99,4.528,1.000,170.80,1132.2,On,6/18/2021,0.00,7,14.26,5272.0,2568.7,2568.7,8.006,47.57,47.57,3.087,11.22,533.73,6/18/2021
-81.49789670,35.94115830,bif field,L7:2021_06_18_001 (13078),WHEAT,221,29.99,4.462,1.000,348.00,1131.5,On,6/18/2021,0.00,7,14.26,5272.0,2246.2,2246.2,6.899,41.60,41.60,3.042,11.06,459.97,6/18/2021
-81.49789830,35.94118330,bif field,L7:2021_06_18_001 (13078),WHEAT,222,29.99,4.462,1.000,142.85,1131.5,On,6/18/2021,0.00,7,14.26,5272.0,3052.2,3052.2,9.375,56.52,56.52,3.042,11.06,625.01,6/18/2021
-81.49790610,35.94119163,bif field,L7:2021_06_18_001 (13078),WHEAT,223,29.99,4.528,1.000,142.85,1130.2,On,6/18/2021,0.00,7,14.24,5019.5,3064.6,3064.6,9.552,56.75,56.75,3.087,11.22,636.78,6/18/2021
-81.49790610,35.94119163,bif field,L7:2021_06_18_001 (13078),WHEAT,224,29.99,4.626,1.000,142.85,1130.2,On,6/18/2021,0.00,7,14.24,5019.5,3090.4,3090.4,9.842,57.23,57.23,3.154,11.46,656.10,6/18/2021
-81.49792170,35.94120830,bif field,L7:2021_06_18_001 (13078),WHEAT,225,29.99,4.692,1.000,316.00,1130.2,On,6/18/2021,0.00,7,14.23,5019.5,3052.6,3052.6,9.859,56.53,56.53,3.199,11.63,657.27,6/18/2021
-81.49791170,35.94124170,bif field,L7:2021_06_18_001 (13078),WHEAT,226,29.99,4.757,1.000,182.49,1132.8,On,6/18/2021,0.00,7,14.23,4959.4,2622.0,2622.0,8.587,48.55,48.55,3.244,11.79,572.44,6/18/2021
-81.49791170,35.94124170,bif field,L7:2021_06_18_001 (13078),WHEAT,227,29.99,4.659,1.000,182.49,1132.8,On,6/18/2021,0.00,7,14.20,4959.4,2988.9,2988.9,9.586,55.35,55.35,3.176,11.55,639.05,6/18/2021
-81.49791057,35.94126277,bif field,L7:2021_06_18_001 (13078),WHEAT,228,29.99,4.593,1.000,182.49,1130.6,On,6/18/2021,0.00,7,14.20,4959.4,2482.3,2482.3,7.849,45.97,45.97,3.132,11.38,523.27,6/18/2021
-81.49791000,35.94127330,bif field,L7:2021_06_18_001 (13078),WHEAT,229,29.99,4.462,1.000,183.94,1127.6,On,6/18/2021,0.00,7,14.16,4608.6,2850.1,2850.1,8.754,52.78,52.78,3.042,11.06,583.62,6/18/2021
-81.49791000,35.94127330,bif field,L7:2021_06_18_001 (13078),WHEAT,230,29.99,4.331,1.000,183.94,1127.6,On,6/18/2021,0.00,7,14.16,4608.6,2615.7,2615.7,7.798,48.44,48.44,2.953,10.73,519.87,6/18/2021
-81.49790830,35.94129330,bif field,L7:2021_06_18_001 (13078),WHEAT,231,29.99,4.462,1.000,4.000,1130.9,On,6/18/2021,0.00,7,14.20,4608.6,2704.5,2704.5,8.307,50.08,50.08,3.042,11.06,553.82,6/18/2021
-81.49791170,35.94131830,bif field,L7:2021_06_18_001 (13078),WHEAT,232,29.99,4.692,1.000,173.90,1130.9,On,6/18/2021,0.00,7,14.20,5992.1,2623.4,2623.4,8.473,48.58,48.58,3.199,11.63,564.85,6/18/2021
-81.49791390,35.94133497,bif field,L7:2021_06_18_001 (13078),WHEAT,233,29.99,4.954,1.000,173.90,1131.9,On,6/18/2021,0.00,7,14.23,5992.1,2524.4,2524.4,8.609,46.75,46.75,3.378,12.28,573.95,6/18/2021
-81.49791500,35.94134330,bif field,L7:2021_06_18_001 (13078),WHEAT,234,29.99,5.020,1.000,184.38,1131.9,On,6/18/2021,0.00,7,14.23,5992.1,2814.9,2814.9,9.727,52.13,52.13,3.423,12.44,648.46,6/18/2021
-81.49791500,35.94134330,bif field,L7:2021_06_18_001 (13078),WHEAT,235,29.99,5.151,1.000,184.38,1130.9,On,6/18/2021,0.00,7,14.26,4495.1,2606.5,2606.5,9.243,48.27,48.27,3.512,12.77,616.17,6/18/2021
-81.49791280,35.94136657,bif field,L7:2021_06_18_001 (13078),WHEAT,236,29.99,4.790,1.000,184.38,1130.9,On,6/18/2021,0.00,7,14.26,4495.1,3034.6,3034.6,10.01,56.20,56.20,3.266,11.87,667.09,6/18/2021
-81.49791170,35.94137820,bif field,L7:2021_06_18_001 (13078),WHEAT,237,29.99,4.626,1.000,177.23,1129.6,On,6/18/2021,0.00,7,14.29,4495.1,2668.6,2668.6,8.498,49.42,49.42,3.154,11.46,566.56,6/18/2021
-81.49791170,35.94137820,bif field,L7:2021_06_18_001 (13078),WHEAT,238,29.99,4.462,1.000,177.23,1129.6,On,6/18/2021,0.00,7,14.29,4597.8,3117.4,3117.4,9.575,57.73,57.73,3.042,11.06,638.36,6/18/2021
-81.49791320,35.94140330,bif field,L7:2021_06_18_001 (13078),WHEAT,239,29.99,4.724,1.000,160.24,1131.5,On,6/18/2021,0.00,7,14.26,4597.8,2586.4,2586.4,8.412,47.90,47.90,3.221,11.71,560.77,6/18/2021
-81.49791320,35.94140330,bif field,L7:2021_06_18_001 (13078),WHEAT,240,29.99,4.888,1.000,160.24,1131.5,On,6/18/2021,0.00,7,14.26,4597.8,2633.7,2633.7,8.863,48.77,48.77,3.333,12.11,590.86,6/18/2021
-81.49792500,35.94142990,bif field,L7:2021_06_18_001 (13078),WHEAT,241,29.99,4.987,1.000,183.14,1132.2,On,6/18/2021,0.00,7,14.26,4410.4,2763.7,2763.7,9.488,51.18,51.18,3.400,12.36,632.52,6/18/2021
-81.49792330,35.94145500,bif field,L7:2021_06_18_001 (13078),WHEAT,242,29.99,4.954,1.000,183.14,1132.2,On,6/18/2021,0.00,7,14.26,4410.4,3078.9,3078.9,10.50,57.02,57.02,3.378,12.28,700.01,6/18/2021
-81.49792330,35.94145500,bif field,L7:2021_06_18_001 (13078),WHEAT,243,29.99,4.790,1.000,168.52,1132.2,On,6/18/2021,0.00,7,14.26,4410.4,3188.8,3188.8,10.51,59.05,59.05,3.266,11.87,700.99,6/18/2021
-81.49792777,35.94147280,bif field,L7:2021_06_18_001 (13078),WHEAT,244,29.99,4.626,1.000,168.52,1130.2,On,6/18/2021,0.00,7,14.26,4600.0,3113.6,3113.6,9.915,57.66,57.66,3.154,11.46,661.01,6/18/2021
-81.49793000,35.94148170,bif field,L7:2021_06_18_001 (13078),WHEAT,245,29.99,4.560,1.000,168.47,1130.2,On,6/18/2021,0.00,7,14.26,4600.0,3280.9,3280.9,10.30,60.76,60.76,3.109,11.30,686.67,6/18/2021
-81.49793000,35.94148170,bif field,L7:2021_06_18_001 (13078),WHEAT,246,29.99,4.593,1.000,168.47,1132.8,On,6/18/2021,0.00,7,14.26,4600.0,3065.8,3065.8,9.694,56.77,56.77,3.132,11.38,646.27,6/18/2021
-81.49793670,35.94150830,bif field,L7:2021_06_18_001 (13078),WHEAT,247,29.99,4.462,1.000,345.00,1133.2,On,6/18/2021,0.00,7,14.26,4644.5,3460.9,3460.9,10.63,64.09,64.09,3.042,11.06,708.70,6/18/2021
-81.49794500,35.94153500,bif field,L7:2021_06_18_001 (13078),WHEAT,248,29.99,4.495,1.000,170.75,1133.2,On,6/18/2021,0.00,7,14.26,4644.5,3218.9,3218.9,9.960,59.61,59.61,3.065,11.14,664.00,6/18/2021
-81.49794723,35.94154610,bif field,L7:2021_06_18_001 (13078),WHEAT,249,29.99,4.724,1.000,170.75,1134.5,On,6/18/2021,0.00,7,14.26,4644.5,3144.9,3144.9,10.23,58.24,58.24,3.221,11.71,681.87,6/18/2021
-81.49795170,35.94156830,bif field,L7:2021_06_18_001 (13078),WHEAT,250,29.99,4.954,1.000,170.75,1134.5,On,6/18/2021,0.00,7,14.26,4788.5,3007.3,3007.3,10.26,55.69,55.69,3.378,12.28,683.74,6/18/2021
-81.49795170,35.94156830,bif field,L7:2021_06_18_001 (13078),WHEAT,251,29.99,4.921,1.000,168.85,1134.5,On,6/18/2021,0.00,7,14.26,4788.5,2801.1,2801.1,9.490,51.87,51.87,3.355,12.20,632.65,6/18/2021
-81.49795603,35.94158610,bif field,L7:2021_06_18_001 (13078),WHEAT,252,29.99,4.921,1.000,168.85,1134.5,On,6/18/2021,0.00,7,14.26,4788.5,3039.6,3039.6,10.30,56.29,56.29,3.355,12.20,686.51,6/18/2021
-81.49795820,35.94159500,bif field,L7:2021_06_18_001 (13078),WHEAT,253,29.99,4.921,1.000,162.97,1136.5,On,6/18/2021,0.00,7,14.26,4987.7,2686.1,2686.1,9.100,49.74,49.74,3.355,12.20,606.68,6/18/2021
-81.49795820,35.94159500,bif field,L7:2021_06_18_001 (13078),WHEAT,254,29.99,5.020,1.000,162.97,1136.5,On,6/18/2021,0.00,7,14.26,4987.7,3017.1,3017.1,10.43,55.87,55.87,3.423,12.44,695.05,6/18/2021
-81.49796830,35.94162170,bif field,L7:2021_06_18_001 (13078),WHEAT,255,29.99,5.118,1.000,155.46,1137.8,On,6/18/2021,0.00,7,14.23,4987.7,2750.7,2750.7,9.692,50.94,50.94,3.490,12.68,646.11,6/18/2021
-81.49797580,35.94163500,bif field,L7:2021_06_18_001 (13078),WHEAT,256,29.99,5.217,1.000,155.46,1137.8,On,6/18/2021,0.00,7,14.23,5303.5,3014.5,3014.5,10.83,55.82,55.82,3.557,12.93,721.67,6/18/2021
-81.49798330,35.94164830,bif field,L7:2021_06_18_001 (13078),WHEAT,257,29.99,5.151,1.000,180.00,1142.1,On,6/18/2021,0.00,7,14.22,5303.5,3018.0,3018.0,10.70,55.89,55.89,3.512,12.77,713.44,6/18/2021
-81.49798330,35.94167830,bif field,L7:2021_06_18_001 (13078),WHEAT,258,29.99,5.118,1.000,180.00,1142.1,On,6/18/2021,0.00,7,14.22,5303.5,3042.9,3042.9,10.72,56.35,56.35,3.490,12.68,714.74,6/18/2021
-81.49798330,35.94167830,bif field,L7:2021_06_18_001 (13078),WHEAT,259,29.99,5.085,1.000,171.89,1143.0,On,6/18/2021,0.00,7,14.19,4600.0,3108.5,3108.5,10.88,57.57,57.57,3.467,12.60,725.47,6/18/2021
-81.49798663,35.94169723,bif field,L7:2021_06_18_001 (13078),WHEAT,260,29.99,5.052,1.000,171.89,1143.0,On,6/18/2021,0.00,7,14.19,4600.0,3112.3,3112.3,10.82,57.63,57.63,3.445,12.52,721.67,6/18/2021
-81.49798830,35.94170670,bif field,L7:2021_06_18_001 (13078),WHEAT,261,29.99,5.118,1.000,350.00,1147.0,On,6/18/2021,0.00,7,14.21,4600.0,3092.2,3092.2,10.89,57.26,57.26,3.490,12.68,726.33,6/18/2021
-81.49799170,35.94173500,bif field,L7:2021_06_18_001 (13078),WHEAT,262,29.99,5.184,1.000,148.73,1147.0,On,6/18/2021,0.00,7,14.21,4395.5,2895.6,2895.6,10.33,53.62,53.62,3.534,12.85,688.86,6/18/2021
-81.49799770,35.94174300,bif field,L7:2021_06_18_001 (13078),WHEAT,263,29.99,5.217,1.000,148.73,1147.0,On,6/18/2021,0.00,7,14.23,4395.5,2886.2,2886.2,10.36,53.45,53.45,3.557,12.93,690.97,6/18/2021
-81.49800070,35.94174700,bif field,L7:2021_06_18_001 (13078),WHEAT,264,29.99,5.249,1.000,148.73,1147.0,On,6/18/2021,0.00,7,14.23,4395.5,2581.4,2581.4,9.328,47.80,47.80,3.579,13.01,621.89,6/18/2021
-81.49800670,35.94175500,bif field,L7:2021_06_18_001 (13078),WHEAT,265,29.99,10.66,2.000,323.00,1148.6,On,6/18/2021,0.00,7,14.23,4630.9,2620.0,2620.0,9.616,48.52,48.52,3.635,13.21,641.06,6/18/2021
-81.49800500,35.94178830,bif field,L7:2021_06_18_001 (13078),WHEAT,266,29.99,5.446,1.000,169.75,1147.9,On,6/18/2021,0.00,7,14.27,4630.9,2611.8,2611.8,9.792,48.37,48.37,3.713,13.50,652.81,6/18/2021
-81.49800947,35.94180830,bif field,L7:2021_06_18_001 (13078),WHEAT,267,29.99,5.413,1.000,169.75,1147.9,On,6/18/2021,0.00,7,14.27,4483.2,2525.8,2525.8,9.413,46.77,46.77,3.691,13.42,627.52,6/18/2021
-81.49801170,35.94181830,bif field,L7:2021_06_18_001 (13078),WHEAT,268,29.99,5.413,1.000,175.43,1148.6,On,6/18/2021,0.00,7,14.31,4483.2,2256.2,2256.2,8.408,41.78,41.78,3.691,13.42,560.53,6/18/2021
-81.49801170,35.94181830,bif field,L7:2021_06_18_001 (13078),WHEAT,269,29.99,5.413,1.000,175.43,1148.6,On,6/18/2021,0.00,7,14.31,4483.2,2516.7,2516.7,9.379,46.60,46.60,3.691,13.42,625.24,6/18/2021
-81.49801500,35.94185170,bif field,L7:2021_06_18_001 (13078),WHEAT,270,29.99,5.413,1.000,354.00,1148.6,On,6/18/2021,0.00,7,14.27,4402.6,2528.0,2528.0,9.421,46.81,46.81,3.691,13.42,628.06,6/18/2021
-81.49801500,35.94188170,bif field,L7:2021_06_18_001 (13078),WHEAT,271,29.99,5.413,1.000,172.70,1148.3,On,6/18/2021,0.00,7,14.27,4402.6,2215.2,2215.2,8.255,41.02,41.02,3.691,13.42,550.33,6/18/2021
-81.49801625,35.94188960,bif field,L7:2021_06_18_001 (13078),WHEAT,272,29.99,5.381,1.000,172.70,1147.6,On,6/18/2021,0.00,7,14.26,4402.6,2260.7,2260.7,8.374,41.87,41.87,3.669,13.33,558.25,6/18/2021
-81.49801750,35.94189750,bif field,L7:2021_06_18_001 (13078),WHEAT,273,29.99,5.381,1.000,172.70,1147.6,On,6/18/2021,0.00,7,14.26,4352.1,2335.5,2335.5,8.651,43.25,43.25,3.669,13.33,576.71,6/18/2021
-81.49802000,35.94191330,bif field,L7:2021_06_18_001 (13078),WHEAT,274,29.99,11.09,2.000,351.00,1147.6,On,6/18/2021,0.00,7,14.26,4352.1,2324.1,2324.1,8.871,43.04,43.04,3.780,13.74,591.40,6/18/2021
-81.49802000,35.94194170,bif field,L7:2021_06_18_001 (13078),WHEAT,275,29.99,5.545,1.000,359.00,1147.6,On,6/18/2021,0.00,7,14.26,4266.1,2514.1,2514.1,9.596,46.56,46.56,3.780,13.74,639.73,6/18/2021
-81.49802000,35.94197000,bif field,L7:2021_06_18_001 (13078),WHEAT,276,29.99,5.479,1.000,177.22,1147.6,On,6/18/2021,0.00,7,14.26,4266.1,2385.0,2385.0,8.996,44.17,44.17,3.736,13.58,599.72,6/18/2021
-81.49802057,35.94197943,bif field,L7:2021_06_18_001 (13078),WHEAT,277,29.99,5.413,1.000,177.22,1149.0,On,6/18/2021,0.00,7,14.26,4266.1,2153.2,2153.2,8.024,39.87,39.87,3.691,13.42,534.93,6/18/2021
-81.49802113,35.94198887,bif field,L7:2021_06_18_001 (13078),WHEAT,278,29.99,5.381,1.000,177.22,1149.0,On,6/18/2021,0.00,7,14.26,4478.4,2086.6,2086.6,7.729,38.64,38.64,3.669,13.33,515.25,6/18/2021
-81.49802170,35.94199830,bif field,L7:2021_06_18_001 (13078),WHEAT,279,29.99,5.413,1.000,356.00,1149.2,On,6/18/2021,0.00,7,14.26,4478.4,2072.9,2072.9,7.725,38.39,38.39,3.691,13.42,515.00,6/18/2021
-81.49801830,35.94202820,bif field,L7:2021_06_18_001 (13078),WHEAT,280,29.99,5.479,1.000,172.34,1149.2,On,6/18/2021,0.00,7,14.26,4478.4,2535.7,2535.7,9.564,46.96,46.96,3.736,13.58,637.61,6/18/2021
-81.49801830,35.94202820,bif field,L7:2021_06_18_001 (13078),WHEAT,281,29.99,5.479,1.000,172.34,1149.0,On,6/18/2021,0.00,7,14.26,4500.6,2598.5,2598.5,9.801,48.12,48.12,3.736,13.58,653.38,6/18/2021
-81.49802163,35.94204827,bif field,L7:2021_06_18_001 (13078),WHEAT,282,29.99,5.413,1.000,172.34,1149.0,On,6/18/2021,0.00,7,14.26,4500.6,2536.1,2536.1,9.451,46.97,46.97,3.691,13.42,630.08,6/18/2021
-81.49802330,35.94205830,bif field,L7:2021_06_18_001 (13078),WHEAT,283,29.99,5.348,1.000,184.82,1147.9,On,6/18/2021,0.00,7,14.24,4500.6,2868.7,2868.7,10.56,53.12,53.12,3.646,13.25,704.06,6/18/2021
-81.49802330,35.94205830,bif field,L7:2021_06_18_001 (13078),WHEAT,284,29.99,5.282,1.000,184.82,1147.9,On,6/18/2021,0.00,7,14.24,4591.6,2721.3,2721.3,9.895,50.39,50.39,3.601,13.09,659.69,6/18/2021
-81.49802000,35.94209000,bif field,L7:2021_06_18_001 (13078),WHEAT,285,29.99,5.348,1.000,176.85,1147.6,On,6/18/2021,0.00,7,14.22,4591.6,2974.8,2974.8,10.95,55.09,55.09,3.646,13.25,730.10,6/18/2021
-81.49802085,35.94210250,bif field,L7:2021_06_18_001 (13078),WHEAT,286,29.99,5.446,1.000,176.85,1147.6,On,6/18/2021,0.00,7,14.22,4591.6,2849.3,2849.3,10.68,52.76,52.76,3.713,13.50,712.16,6/18/2021
-81.49802170,35.94211500,bif field,L7:2021_06_18_001 (13078),WHEAT,287,29.99,5.545,1.000,356.00,1147.6,On,6/18/2021,0.00,7,14.20,4564.1,3034.7,3034.7,11.58,56.20,56.20,3.780,13.74,772.21,6/18/2021
-81.49802000,35.94214330,bif field,L7:2021_06_18_001 (13078),WHEAT,288,29.99,5.512,1.000,184.96,1148.3,On,6/18/2021,0.00,7,14.20,4564.1,2802.5,2802.5,10.63,51.90,51.90,3.758,13.66,708.91,6/18/2021
-81.49802000,35.94214330,bif field,L7:2021_06_18_001 (13078),WHEAT,289,29.99,5.413,1.000,184.96,1148.3,On,6/18/2021,0.00,7,14.16,4564.1,2724.1,2724.1,10.15,50.45,50.45,3.691,13.42,676.76,6/18/2021
-81.49801773,35.94216443,bif field,L7:2021_06_18_001 (13078),WHEAT,290,29.99,5.381,1.000,184.96,1149.9,On,6/18/2021,0.00,7,14.16,4678.8,2837.1,2837.1,10.51,52.54,52.54,3.669,13.33,700.57,6/18/2021
-81.49801660,35.94217500,bif field,L7:2021_06_18_001 (13078),WHEAT,291,29.99,5.315,1.000,177.37,1150.6,On,6/18/2021,0.00,7,14.22,4678.8,2508.0,2508.0,9.176,46.44,46.44,3.624,13.17,611.76,6/18/2021
-81.49801660,35.94217500,bif field,L7:2021_06_18_001 (13078),WHEAT,292,29.99,5.282,1.000,177.37,1150.6,On,6/18/2021,0.00,7,14.22,4678.8,2770.3,2770.3,10.07,51.30,51.30,3.601,13.09,671.57,6/18/2021
-81.49801830,35.94220500,bif field,L7:2021_06_18_001 (13078),WHEAT,293,29.99,5.052,1.000,356.00,1151.9,On,6/18/2021,0.00,7,14.23,5388.4,2484.3,2484.3,8.641,46.01,46.01,3.445,12.52,576.05,6/18/2021
-81.49801830,35.94222330,bif field,L7:2021_06_18_001 (13078),WHEAT,294,29.99,9.711,2.000,359.00,1155.5,On,6/18/2021,0.00,7,14.27,5388.4,2405.5,2405.5,8.041,44.55,44.55,3.311,12.03,536.05,6/18/2021
-81.49801830,35.94225330,bif field,L7:2021_06_18_001 (13078),WHEAT,295,29.99,4.987,1.000,180.00,1155.5,On,6/18/2021,0.00,7,14.27,4735.6,2405.2,2405.2,8.257,44.54,44.54,3.400,12.36,550.45,6/18/2021
-81.49801830,35.94226277,bif field,L7:2021_06_18_001 (13078),WHEAT,296,29.99,5.118,1.000,180.00,1155.8,On,6/18/2021,0.00,7,14.30,4735.6,2422.6,2422.6,8.536,44.86,44.86,3.490,12.68,569.04,6/18/2021
-81.49801830,35.94227223,bif field,L7:2021_06_18_001 (13078),WHEAT,297,29.99,5.085,1.000,180.00,1155.8,On,6/18/2021,0.00,7,14.28,4735.6,2482.1,2482.1,8.689,45.96,45.96,3.467,12.60,579.27,6/18/2021
-81.49801830,35.94228170,bif field,L7:2021_06_18_001 (13078),WHEAT,298,29.99,5.118,1.000,359.00,1155.5,On,6/18/2021,0.00,7,14.28,4702.0,2472.4,2472.4,8.711,45.78,45.78,3.490,12.68,580.73,6/18/2021
-81.49801830,35.94230830,bif field,L7:2021_06_18_001 (13078),WHEAT,299,29.99,5.118,1.000,187.68,1155.5,On,6/18/2021,0.00,7,14.28,4702.0,2414.2,2414.2,8.506,44.71,44.71,3.490,12.68,567.07,6/18/2021
-81.49801497,35.94232830,bif field,L7:2021_06_18_001 (13078),WHEAT,300,29.99,5.085,1.000,187.68,1155.5,On,6/18/2021,0.00,7,14.26,4702.0,2783.4,2783.4,9.744,51.54,51.54,3.467,12.60,649.60,6/18/2021
-81.49801330,35.94233830,bif field,L7:2021_06_18_001 (13078),WHEAT,301,29.99,5.151,1.000,188.62,1155.5,On,6/18/2021,0.00,7,14.26,4601.3,2449.0,2449.0,8.684,45.35,45.35,3.512,12.77,578.92,6/18/2021
-81.49801330,35.94233830,bif field,L7:2021_06_18_001 (13078),WHEAT,302,29.99,5.217,1.000,188.62,1155.2,On,6/18/2021,0.00,7,14.26,4601.3,2552.8,2552.8,9.167,47.27,47.27,3.557,12.93,611.16,6/18/2021
-81.49800997,35.94235610,bif field,L7:2021_06_18_001 (13078),WHEAT,303,29.99,5.249,1.000,188.62,1155.2,On,6/18/2021,0.00,7,14.26,4601.3,2586.8,2586.8,9.348,47.90,47.90,3.579,13.01,623.20,6/18/2021
-81.49800830,35.94236500,bif field,L7:2021_06_18_001 (13078),WHEAT,304,29.99,5.282,1.000,177.38,1157.2,On,6/18/2021,0.00,7,14.26,3999.1,2525.8,2525.8,9.185,46.77,46.77,3.601,13.09,612.31,6/18/2021
-81.49800910,35.94237915,bif field,L7:2021_06_18_001 (13078),WHEAT,305,29.99,5.315,1.000,177.38,1157.2,On,6/18/2021,0.00,7,14.26,3999.1,2679.2,2679.2,9.803,49.62,49.62,3.624,13.17,653.52,6/18/2021
-81.49800990,35.94239330,bif field,L7:2021_06_18_001 (13078),WHEAT,306,29.99,5.348,1.000,356.00,1158.5,On,6/18/2021,0.00,7,14.26,3999.1,2419.8,2419.8,8.908,44.81,44.81,3.646,13.25,593.88,6/18/2021
-81.49800320,35.94242170,bif field,L7:2021_06_18_001 (13078),WHEAT,307,29.99,5.348,1.000,187.53,1158.5,On,6/18/2021,0.00,7,14.26,4354.5,2479.1,2479.1,9.127,45.91,45.91,3.646,13.25,608.44,6/18/2021
-81.49799993,35.94244170,bif field,L7:2021_06_18_001 (13078),WHEAT,308,29.99,5.446,1.000,187.53,1157.2,On,6/18/2021,0.00,7,14.26,4354.5,2247.1,2247.1,8.425,41.61,41.61,3.713,13.50,561.66,6/18/2021
-81.49799830,35.94245170,bif field,L7:2021_06_18_001 (13078),WHEAT,309,29.99,5.512,1.000,184.83,1157.2,On,6/18/2021,0.00,7,14.26,4354.5,2455.7,2455.7,9.318,45.48,45.48,3.758,13.66,621.18,6/18/2021
-81.49799830,35.94245170,bif field,L7:2021_06_18_001 (13078),WHEAT,310,29.99,5.577,1.000,184.83,1157.2,On,6/18/2021,0.00,7,14.26,4091.7,2351.6,2351.6,9.029,43.55,43.55,3.803,13.82,601.93,6/18/2021
-81.49799500,35.94248330,bif field,L7:2021_06_18_001 (13078),WHEAT,311,29.99,5.577,1.000,184.82,1159.1,On,6/18/2021,0.00,7,14.26,4091.7,2332.5,2332.5,8.956,43.19,43.19,3.803,13.82,597.05,6/18/2021
-81.49799390,35.94249387,bif field,L7:2021_06_18_001 (13078),WHEAT,312,29.99,5.643,1.000,184.82,1159.1,On,6/18/2021,0.00,7,14.26,4091.7,2318.5,2318.5,9.007,42.94,42.94,3.848,13.98,600.45,6/18/2021
-81.49799170,35.94251500,bif field,L7:2021_06_18_001 (13078),WHEAT,313,29.99,11.35,2.000,5.000,1157.4,On,6/18/2021,0.00,7,14.23,4466.3,2568.2,2568.2,10.03,47.56,47.56,3.870,14.07,668.98,6/18/2021
-81.49798830,35.94254000,bif field,L7:2021_06_18_001 (13078),WHEAT,314,29.99,5.610,1.000,185.71,1157.4,On,6/18/2021,0.00,7,14.23,4466.3,2485.3,2485.3,9.599,46.02,46.02,3.825,13.90,639.91,6/18/2021
-81.49798610,35.94255780,bif field,L7:2021_06_18_001 (13078),WHEAT,315,29.99,5.545,1.000,185.71,1157.4,On,6/18/2021,0.00,7,14.24,4254.6,2678.8,2678.8,10.22,49.61,49.61,3.780,13.74,681.65,6/18/2021
-81.49798500,35.94256670,bif field,L7:2021_06_18_001 (13078),WHEAT,316,29.99,5.512,1.000,185.09,1157.4,On,6/18/2021,0.00,7,14.24,4254.6,2693.1,2693.1,10.22,49.87,49.87,3.758,13.66,681.24,6/18/2021
-81.49798500,35.94256670,bif field,L7:2021_06_18_001 (13078),WHEAT,317,29.99,5.479,1.000,185.09,1156.8,On,6/18/2021,0.00,7,14.19,4254.6,2727.7,2727.7,10.29,50.51,50.51,3.736,13.58,685.88,6/18/2021
-81.49798170,35.94259670,bif field,L7:2021_06_18_001 (13078),WHEAT,318,29.99,5.446,1.000,190.85,1156.8,On,6/18/2021,0.00,7,14.19,4335.4,2572.7,2572.7,9.645,47.64,47.64,3.713,13.50,643.03,6/18/2021
-81.49797500,35.94262500,bif field,L7:2021_06_18_001 (13078),WHEAT,319,29.99,5.348,1.000,190.85,1158.8,On,6/18/2021,0.00,7,14.21,4335.4,2970.0,2970.0,10.93,55.00,55.00,3.646,13.25,728.91,6/18/2021
-81.49797500,35.94262500,bif field,L7:2021_06_18_001 (13078),WHEAT,320,29.99,5.282,1.000,186.62,1158.8,On,6/18/2021,0.00,7,14.21,4335.4,2698.6,2698.6,9.813,49.97,49.97,3.601,13.09,654.17,6/18/2021
-81.49797000,35.94265990,bif field,L7:2021_06_18_001 (13078),WHEAT,321,29.99,5.348,1.000,186.62,1158.5,On,6/18/2021,0.00,7,14.23,4400.5,3072.9,3072.9,11.31,56.90,56.90,3.646,13.25,754.16,6/18/2021
